customer_age,annual_income_k,credit_score,purchase_frequency,avg_transaction_value,days_since_last_purchase,total_return_amount,num_support_tickets,website_visits_30d,email_open_rate_pct,customer_lifetime_value,cancellation_risk_score,customer_segment,payment_method,subscription_tier,country_code,device_type,browser,gender,employment_status,marital_status,education_level,signup_date,last_login,subscription_end_date,customer_feedback,promo_code_used,referral_source,customer_status,timezone,newsletter_subscribed,messy_column_01,messy_column_02,messy_column_03,messy_column_04,messy_column_05,messy_column_06,messy_column_07,messy_column_08,messy_column_09,messy_column_10,messy_column_11,messy_column_12,messy_column_13,messy_column_14,messy_column_15,messy_column_16,messy_column_17,messy_column_18,messy_column_19,messy_column_20,messy_column_21,messy_column_22,messy_column_23,messy_column_24,messy_column_25,messy_column_26,messy_column_27,messy_column_28,messy_column_29,messy_column_30
55.0,154.3,678.0,,5.0,,114.96,0.0,1.0,,,45.9,null,Bank Transfer,NULL,??,???,safari (old),Prefer not to say,Student,separated,phd,"Sep 03, 2024",invalid date,NULL,null,SAVE20,,,AST,T,,missing,,,,value_3,missing,unknown,???,unknown,unknown,,value_1,null,NaN,unknown,,NaN,missing,null,,NaN,NaN,???,null,null,NaN,???,NaN,value_4
50.0,61.3,609.0,20.0,,6.0,207.8,4.0,2.0,21.1,165.79,41.9,premium (legacy),Bank Transfer,Enterprise,UK,Mobile,unknown,MALE,Self-employed,Divorced,Associate,15/08/2024,invalid date,"Nov 14, 2025",not bad,,Podcast,Churned,,Yes,value_2,unknown,value_10,N/A,N/A,null,???,,N/A,,???,NaN,missing,missing,value_2,unknown,,unknown,,,missing,missing,value_7,unknown,missing,N/A,,,value_6,value_1
70.0,,,18.0,12.93,3.0,31.49,0.0,16.0,22.2,100.0,1.8,N/A,Cash,Pro,US,???,Edge,Non-binary,pt,single (never married),bs,05/15/2025,2026-04-19 20:20:27,29/12/2025,★★★★☆,FLASH50,Facebook,NULL,GMT,true,NaN,???,N/A,missing,???,null,N/A,value_2,,value_5,value_8,N/A,,???,missing,???,unknown,value_5,value_1,unknown,missing,,,???,NaN,N/A,NaN,N/A,N/A,
48.0,3024.427477616371,665.0,15.0,67.5,0.0,53.57,5.0,1.0,35.2,37158.0,7.2,Standard,??,NULL,BR,Desktop,unknown,Prefer not to say,Retired,single (never married),hs,20251118,2026-04-16 20:20:27,03/27/2027,null,None,Facebook,pending,CST,Yes,value_7,NaN,,unknown,missing,unknown,null,missing,NaN,missing,???,null,unknown,,NaN,null,N/A,unknown,value_9,???,N/A,,null,value_8,value_9,NaN,N/A,value_2,value_10,???
34.0,73.9,653.0,22.0,27.13,13.0,37.93,5.0,1.0,48.8,141.13,64.7,Standard,PayPal,basic+,AU,PC,unknown,Non-binary,N/A,Single,,20250713,2026-03-30 20:20:27,09/07/2026,WILL NEVER BUY AGAIN,,Email,deleted,EST,,,N/A,unknown,value_4,,unknown,value_9,,,unknown,unknown,unknown,NaN,unknown,value_5,unknown,???,value_1,NaN,missing,unknown,value_5,null,NaN,???,NaN,value_6,,missing,value_4
30.0,,703.0,14.0,34.47,,47.41,0.0,200.0,32.3,100.0,65.7,,Cash,Trial,,laptop,Chrome,,Retired,Widowed,Master's,,2026-03-29 20:20:27,20270407,WILL NEVER BUY AGAIN,WELCOME10,N/A,active?,N/A,unsubscribed,N/A,,,unknown,value_8,missing,null,null,null,unknown,,,,unknown,N/A,null,???,NaN,N/A,value_6,N/A,missing,NaN,???,,value_3,null,unknown,value_5,
31.0,131.9,683.0,18.0,41.62,33.0,211.94,,1.0,37.8,410.64,,Enterprise,,Enterprise,ES,Android Phone,Chrome,M,ft,Single,High School,05/20/2025,2026-02-18 20:20:27,12/02/2026,null,FLASH50,,,EST,,value_5,NaN,,,null,N/A,N/A,,???,unknown,null,???,NaN,unknown,,unknown,???,,???,NaN,,unknown,missing,???,,value_6,null,,,N/A
59.0,56.8,643.0,23.0,7.9,,40.38,1.0,2.0,23.4,540.98,2.1,Enterprise,Bank Transfer,Free,UK,PC,Firefox,FEMALE,pt,separated,Some College,20250620,2026-02-19 20:20:27,NULL,Great product!,FLASH50,Podcast,NULL,,Yes,missing,value_3,N/A,value_5,null,missing,???,N/A,null,,???,null,N/A,unknown,,value_7,,N/A,unknown,N/A,,value_2,unknown,,null,unknown,???,value_9,NaN,missing
57.0,20.0,700.0,24.0,,,130.8,0.0,2.0,,,41.6,Enterprise,PayPal,Free,DE,,Safari,,pt,single (never married),bs,19/06/2025,invalid date,NULL,,,N/A,Inactive,UTC,0,value_7,null,NaN,NaN,,value_5,???,???,,N/A,,,,N/A,missing,missing,NaN,value_5,,,null,null,,value_1,,NaN,N/A,value_4,,null
,228.6,755.0,18.0,24.07,55.0,13.72,4.0,5.0,55.4,100.0,71.4,Budget,PayPal,?,jp,Mobile (iOS),Safari,M,pt,single (never married),Master's,2024-09-29,2026-01-23 20:20:27,"Aug 25, 2026",NaN,,Twitter,Suspended,unknown,,missing,NaN,,missing,,???,N/A,missing,value_1,,null,N/A,N/A,,???,N/A,NaN,???,unknown,???,unknown,NaN,,???,null,,N/A,N/A,NaN,NaN
60.0,36.6,697.0,12.0,16.19,122.0,127.78,,4.0,26.8,727.45,32.4,Premium,NA,?,FR,Tablet,safari (old),,pt,,phd,"Nov 30, 2024",2026-03-07 20:20:27,08/09/2026,Too expensive,FLASH50,direct,pending,N/A,Yes,,???,missing,N/A,NaN,null,unknown,,,unknown,N/A,unknown,unknown,unknown,missing,NaN,null,NaN,N/A,NaN,,null,unknown,NaN,value_2,N/A,,,unknown,missing
,41.9,672.0,14.0,59.18,,,,2.0,30.2,5404.92,74.5,Budget,Cash,NULL,BR,PC,Chrome,,Retired,separated,,13/07/2025,invalid date,NULL,Terrible support,INVALID,unknown,,AST,T,null,unknown,N/A,???,missing,???,NaN,,value_7,value_2,missing,N/A,,N/A,unknown,null,N/A,missing,???,null,missing,value_1,,???,null,null,???,unknown,null,
18.0,31.0,625.0,17.0,5.0,18.0,,0.0,2.0,39.8,558.78,97.9,premium (legacy),Credit Card,Basic,N/A,Mobile (iOS),unknown,male,Full-time,Widowed,phd,05/22/2025,2026-03-20 20:20:27,NULL,not bad,FLASH50,Friend,active?,EST,false,value_9,N/A,missing,NaN,null,unknown,missing,missing,NaN,,value_5,NaN,,,null,NaN,,???,value_2,N/A,,unknown,NaN,value_7,???,value_4,value_7,???,N/A,NaN
46.0,38.1,633.0,18.0,,1.0,288.89,0.0,14.0,16.7,154.07,21.0,Budget,Cash,Pro,FR,Tablet,Safari,Non-binary,Student,Single,High School,04/11/2025,2026-03-06 20:20:27,20251101,So-so,INVALID,,,,subscribed,???,null,,NaN,missing,value_1,NaN,N/A,N/A,NaN,missing,,N/A,N/A,???,NaN,null,null,N/A,,missing,null,,,N/A,,unknown,,missing,
43.0,,670.0,9.0,59.51,,5.58,,3.0,39.3,145.48,97.0,Unknown,,Trial,US,Mobile,null,F,N/A,Married,Associate,,2026-02-11 20:20:27,2027-01-29,Too expensive,??,,Inactive,PST,F,N/A,null,,null,null,NaN,null,missing,unknown,unknown,???,unknown,,N/A,unknown,,missing,unknown,,,,,value_6,???,value_10,value_4,NaN,N/A,,unknown
65.0,,618.0,16.0,,60.0,30.62,4.0,1.0,51.1,,13.5,Budget,,Enterprise,BR,Mobile (iOS),Firefox,male,part-time,separated,phd,20250306,2026-03-14 20:20:27,20260815,WILL NEVER BUY AGAIN,??,Podcast,deleted,,No,null,N/A,value_1,null,unknown,,N/A,???,N/A,,,unknown,value_10,value_2,missing,NaN,NaN,unknown,value_3,NaN,,value_10,N/A,???,NaN,NaN,???,value_4,???,N/A
59.0,68.7,617.0,14.0,1103.7547118995392,62.0,82.66,1.0,2.0,30.4,,65.0,,NA,Pro,ES,Tablet,safari (old),Prefer not to say,Retired,,bs,,invalid date,NULL,null,WELCOME10,Twitter,deleted,AST,true,N/A,,missing,unknown,,value_3,,missing,,null,unknown,,NaN,missing,null,missing,missing,missing,unknown,N/A,,value_5,null,unknown,value_3,,value_9,NaN,missing,NaN
65.0,44.8,729.0,14.0,34.33,,193.21,2.0,35.0,14.4,100.0,,,Bank Transfer,expired,CA,Mobile,chrome mobile,,n/a,Widowed,ms,"Dec 05, 2025",invalid date,26/06/2026,null,??,Google,Active,N/A,,,N/A,N/A,,NaN,missing,value_4,unknown,N/A,NaN,,,,,,unknown,unknown,null,N/A,missing,missing,NaN,N/A,,unknown,missing,missing,,null,
66.0,20.0,681.0,14.0,19.99,108.0,13.14,,19.0,32.3,115.0,74.9,Budget,,NULL,,???,Safari,NA,Unemployed,Single,ms,"Jun 27, 2024",invalid date,NULL,Good service,??,direct,deleted,HST,F,value_8,,???,,,value_2,,NaN,null,value_3,null,NaN,NaN,unknown,NaN,,missing,null,unknown,missing,null,,,unknown,unknown,N/A,unknown,null,,null
56.0,20.0,713.0,16.0,210.94,4.0,162.03,1.0,3.0,50.2,1896.57,9.8,Enterprise,Credit Card,basic+,UK,PC,safari (old),M,Full-time,single (never married),phd,,2026-03-25 20:20:27,"Dec 13, 2025",Good service,INVALID,Facebook,Churned,MST,subscribed,,value_5,null,,N/A,,value_7,NaN,???,missing,N/A,,missing,unknown,???,value_8,unknown,NaN,???,,missing,value_5,NaN,???,,,???,missing,missing,N/A
59.0,20.0,761.0,15.0,5.0,38.0,,1.0,,46.8,,8.8,Budget,Cash,Free,N/A,Tablet,unknown,,?,Married,Some College,07/15/2024,2026-03-10 20:20:27,20261228,★★★★☆,expired,Twitter,Inactive,PST,true,value_6,,???,value_9,null,null,unknown,NaN,NaN,,value_9,NaN,missing,unknown,,unknown,unknown,NaN,missing,,null,missing,null,unknown,,null,???,missing,missing,missing
,114.9,715.0,15.0,53.32,8.0,40.33,,2.0,46.0,,14.1,,PayPal,Trial,CA,PC,Safari,F,full-time,,ms,"Nov 25, 2024",2026-02-04 20:20:27,"Dec 15, 2025",Too expensive,INVALID,N/A,NULL,PST,subscribed,,???,,N/A,value_6,unknown,value_4,missing,,NaN,null,missing,value_2,,value_10,missing,N/A,,value_2,unknown,value_1,NaN,missing,???,,unknown,null,unknown,N/A,
41.0,,,12.0,239.53,0.0,,4.0,1.0,35.3,1126.46,14.2,Standard,??,NULL,ES,Android Phone,unknown,Non-binary,Self-employed,Widowed,High School,04/22/2024,2026-02-15 20:20:27,2027-03-08,null,??,,NULL,PST,Yes,NaN,NaN,NaN,NaN,,null,null,,N/A,missing,unknown,missing,missing,value_1,value_9,unknown,,N/A,unknown,,value_6,???,N/A,N/A,null,value_3,NaN,value_7,null,
49.0,75.1,620.0,14.0,46.82,1.0,121.13,5.0,8.0,,1852.48,51.9,,??,NULL,AU,,Firefox,female,Student,single (never married),Associate,2024-12-03,invalid date,"Mar 31, 2026",N/A,,Email,NULL,,F,missing,value_4,unknown,NaN,NaN,missing,???,value_8,,???,null,NaN,value_1,???,,,,NaN,value_6,NaN,null,,???,???,NaN,value_5,value_6,unknown,,N/A
20.0,65.0,706.0,16.0,62.63,26.0,92.63,0.0,,56.6,3184.08,45.4,null,,expired,CA,Tablet,Safari,NA,pt,Married,Some College,11/02/2026,2026-02-27 20:20:27,20270413,So-so,expired,unknown,NULL,UTC,0,missing,N/A,missing,unknown,,missing,???,???,,missing,,N/A,value_6,missing,???,missing,value_8,,unknown,,,unknown,N/A,N/A,value_3,value_9,,null,???,unknown
37.0,62.0,696.0,10.0,26.05,35.0,83.57,,2.0,34.9,,34.7,Standard,Cash,basic+,AU,???,Safari,Non-binary,part-time,,PhD,,invalid date,2027-01-17,Great product!,expired,Friend,Suspended,,unsubscribed,null,,N/A,,missing,,,null,,N/A,value_1,missing,???,???,value_7,unknown,missing,NaN,missing,null,unknown,???,missing,missing,value_3,,null,N/A,,
56.0,2019.5766325944942,667.0,20.0,16.05,6.0,33.62,,3.0,35.9,242.23,,Standard,Bank Transfer,?,,laptop,Firefox,M,pt,Divorced,PhD,"Oct 08, 2024",2026-04-09 20:20:27,22/02/2027,★★★★☆,SAVE20,direct,Active,UTC,,NaN,NaN,,N/A,unknown,,,,NaN,value_4,missing,null,,missing,N/A,,,NaN,,value_3,null,missing,,unknown,,null,,value_1,unknown,???
47.0,25.3,,19.0,50.12,14.0,,8.0,5.0,45.0,395.02,,N/A,Bank Transfer,Trial,??,laptop,Opera,FEMALE,Part-time,Widowed,Master's,08/24/2024,2026-02-25 20:20:27,"Jan 08, 2027",Terrible support,SAVE20,direct,Suspended,HST,1,null,null,???,NaN,,,missing,value_6,null,,value_3,missing,null,value_7,???,null,value_3,value_8,,missing,,,???,N/A,null,value_1,null,null,,NaN
58.0,20.0,661.0,10.0,,22.0,18.78,3.0,3.0,,1315.03,72.6,Budget,NA,Pro,IT,Desktop,safari (old),NA,Part-time,Single,Master's,"Mar 14, 2026",2026-02-21 20:20:27,20261213,WILL NEVER BUY AGAIN,None,Podcast,Churned,MST,true,null,???,,,N/A,missing,,NaN,unknown,,unknown,???,NaN,,null,null,NaN,NaN,N/A,,null,NaN,value_3,,value_2,,NaN,missing,value_3,
,20.0,610.0,19.0,40.59,,135.54,4.0,,45.3,100.0,81.0,,??,NULL,N/A,Android Phone,null,,ft,Divorced,Some College,05/29/2025,2026-03-25 20:20:27,13/10/2026,null,,Google,pending,CST,Yes,???,unknown,unknown,unknown,???,N/A,missing,N/A,???,NaN,,N/A,missing,???,unknown,null,NaN,unknown,value_4,null,unknown,???,N/A,null,missing,missing,???,N/A,NaN,value_3
25.0,109.7,734.0,16.0,5.0,,30.9,,4.0,36.7,432.64,71.3,N/A,PayPal,basic+,IN,???,chrome mobile,MALE,pt,,hs,2025-12-22,2026-02-27 20:20:27,2026-10-22,Terrible support,WELCOME10,Google,active?,,F,???,null,value_3,value_8,???,,null,,N/A,,,NaN,null,value_8,???,null,N/A,,,N/A,unknown,value_6,value_1,unknown,NaN,value_10,,NaN,value_2,NaN
47.0,20.0,626.0,17.0,28.66,47.0,,2.0,40.0,26.0,105.28,96.3,Unknown,NA,Enterprise,ES,,null,male,Unemployed,Divorced,hs,04/30/2024,2026-03-12 20:20:27,2026-01-18,not bad,WELCOME10,Twitter,Inactive,unknown,false,N/A,NaN,???,value_3,,,???,,,value_9,,missing,null,???,null,null,,value_8,unknown,N/A,value_3,N/A,null,value_3,,,,???,,N/A
44.0,153.0,669.0,22.0,,,219.89,1.0,1.0,21.2,100.0,22.1,null,NA,?,US,???,Edge,,pt,Divorced,phd,07/14/2024,2026-03-02 20:20:27,"Dec 05, 2025",👍,INVALID,direct,Inactive,,F,missing,unknown,,,N/A,null,unknown,,null,unknown,,,value_2,???,NaN,NaN,NaN,value_2,NaN,null,null,,???,???,NaN,,missing,unknown,???,value_7
37.0,20.0,719.0,8.0,16.47,,16.7,1.0,1.0,69.9,911.48,60.5,,,Free,IT,Mobile (iOS),unknown,,N/A,Widowed,Some College,"Feb 20, 2025",2026-04-17 20:20:27,02/16/2027,,None,direct,,MST,subscribed,value_7,NaN,NaN,null,N/A,null,NaN,value_9,NaN,???,,,value_5,,missing,???,value_3,NaN,unknown,unknown,NaN,missing,null,NaN,,,,value_10,???,N/A
40.0,85.3,674.0,,,34.0,49.57,0.0,17.0,30.4,1037.75,95.6,Unknown,,NULL,FR,,Chrome,MALE,ft,single (never married),Associate,,2026-02-09 20:20:27,NULL,Too expensive,expired,unknown,Active,UTC,T,NaN,NaN,N/A,unknown,???,NaN,unknown,NaN,missing,,,,value_9,missing,NaN,null,,null,,unknown,,value_1,unknown,,unknown,unknown,,missing,N/A,
,226.0,651.0,20.0,,22.0,50.4,5.0,3.0,36.3,,31.2,,??,?,IT,Tablet,Chrome,MALE,Student,,PhD,"Jun 26, 2025",2026-02-28 20:20:27,2026-03-06,Good service,,Friend,,UTC,0,N/A,???,value_1,unknown,NaN,???,value_7,value_9,???,,value_5,,value_5,N/A,missing,unknown,,,N/A,,,unknown,,unknown,null,???,null,???,,
45.0,25.8,758.0,7.0,136.64,0.0,53.8,,121.0,21.3,4484.06,,Premium,PayPal,Trial,br,Desktop,chrome mobile,M,ft,NULL,,2024-06-21,2026-02-23 20:20:27,NULL,★★★★☆,WELCOME10,,pending,GMT,unsubscribed,,???,NaN,???,NaN,,unknown,,,,N/A,NaN,null,missing,unknown,missing,,,unknown,unknown,unknown,null,NaN,N/A,NaN,value_1,???,missing,N/A,missing
55.0,20.1,725.0,18.0,5.0,6.0,83.0,4.0,200.0,28.2,184.32,88.1,Unknown,,Trial,IT,Android Phone,unknown,Prefer not to say,N/A,,hs,20240706,2026-03-16 20:20:27,2026-12-05,,WELCOME10,N/A,Active,AST,F,,,unknown,null,N/A,null,???,value_4,,N/A,N/A,,unknown,N/A,null,???,missing,,???,,,NaN,,???,null,,missing,missing,missing,null
18.0,,712.0,20.0,7.53,98.0,,1.0,5.0,33.7,,20.6,premium (legacy),Bank Transfer,Free,N/A,,Safari,female,full-time,Divorced,hs,20250606,2026-04-12 20:20:27,NULL,meh,None,direct,,,,,,missing,,missing,value_1,NaN,value_1,,,missing,missing,N/A,missing,value_7,missing,value_7,unknown,???,value_8,???,,???,,value_7,N/A,,,,unknown
50.0,38.9,727.0,14.0,27.44,4.0,39.57,3.0,34.0,29.8,1056.53,43.4,null,Credit Card,basic+,ES,???,safari (old),F,ft,,Master's,04/03/2025,2026-01-23 20:20:27,08/04/2026,Great product!,INVALID,Facebook,active?,unknown,1,,null,,???,value_5,,unknown,NaN,,N/A,value_7,missing,???,N/A,null,unknown,,,???,missing,unknown,N/A,value_1,N/A,NaN,???,,unknown,missing,
29.0,33.4,731.0,14.0,14.65,10.0,13.1,4.0,,43.1,53867.81548927758,41.1,Budget,Bank Transfer,Pro,US,Mobile,Opera,MALE,Self-employed,separated,,06/15/2024,2026-01-24 20:20:27,NULL,★★★★☆,FLASH50,Google,active?,MST,,N/A,???,???,???,null,,NaN,unknown,N/A,missing,,,N/A,NaN,value_5,,value_2,missing,missing,null,NaN,N/A,value_9,NaN,???,,N/A,???,???,???
64.0,25.9,622.0,9.0,13.99,197.0,,7.0,11.0,38.3,100.0,88.5,Enterprise,,Basic,,PC,safari (old),male,ft,separated,Master's,08/23/2025,invalid date,"Nov 01, 2025",meh,SAVE20,,Churned,GMT,Yes,unknown,,value_2,unknown,???,N/A,unknown,N/A,value_7,null,value_3,,value_6,null,NaN,unknown,,???,null,N/A,,NaN,,???,unknown,???,unknown,unknown,,???
50.0,41.4,602.0,17.0,208.97,37.0,,,,55.6,165.48,14.6,Standard,,Free,US,laptop,Safari,Non-binary,Self-employed,,High School,26/01/2026,2026-03-08 20:20:27,20270402,N/A,WELCOME10,,Churned,GMT,No,null,missing,unknown,,NaN,,,N/A,???,N/A,,N/A,missing,value_10,N/A,N/A,value_9,null,null,unknown,,missing,unknown,unknown,NaN,null,unknown,N/A,,???
,,619.0,12.0,50.5,29.0,,1.0,1.0,29.5,232.91,53.9,Standard,crypto,basic+,it,laptop,Chrome,NA,Unemployed,single (never married),High School,20240716,2026-02-17 20:20:27,NULL,not bad,INVALID,,active?,,unsubscribed,null,unknown,NaN,missing,,null,missing,unknown,unknown,???,unknown,,N/A,,NaN,NaN,NaN,missing,,null,???,N/A,NaN,unknown,,N/A,,value_3,,NaN
38.0,115.1,632.0,,28.09,,133.73,1.0,200.0,,317.66,68.1,N/A,PayPal,?,US,PC,chrome mobile,FEMALE,Student,separated,Master's,05/03/2025,invalid date,20260226,★★★★☆,,Podcast,deleted,CST,false,N/A,unknown,???,NaN,,,value_5,unknown,,NaN,???,unknown,N/A,,N/A,,null,value_9,null,missing,null,null,NaN,missing,???,,value_8,null,,unknown
35.0,,700.0,8.0,42.06,7.0,,,2.0,29.9,1053.02,84.3,Unknown,,Free,DE,Mobile (iOS),safari (old),Non-binary,pt,single (never married),Some College,26/02/2026,2026-04-13 20:20:27,10/28/2026,meh,FLASH50,Friend,Churned,N/A,F,N/A,,NaN,NaN,NaN,,???,NaN,value_3,null,value_2,missing,unknown,,NaN,unknown,,value_10,NaN,,NaN,value_10,NaN,unknown,unknown,unknown,???,NaN,null,
,20.0,623.0,17.0,13.96,28.0,89.72,0.0,,,1495.58,56.2,premium (legacy),??,Free,AU,laptop,Firefox,,Retired,separated,Some College,,invalid date,NULL,Good service,,Email,active?,unknown,T,unknown,value_5,missing,NaN,,value_1,value_10,missing,N/A,,N/A,unknown,unknown,???,null,unknown,,???,unknown,,value_1,,N/A,NaN,null,???,N/A,null,,value_10
54.0,20.0,,22.0,54.98,26.0,42.79,1.0,2.0,23.8,,,null,,basic+,UK,Android Phone,null,male,Unemployed,NULL,Some College,2025-09-01,2026-03-22 20:20:27,"Jul 09, 2026",Could be better,FLASH50,Podcast,Suspended,GMT,true,N/A,,,N/A,missing,value_3,missing,,,value_3,unknown,value_2,null,,,,,N/A,null,null,N/A,unknown,value_10,missing,,NaN,N/A,???,unknown,null
32.0,115.0,662.0,15.0,8.1,12.0,53.87,,,26.2,646.32,96.7,premium (legacy),crypto,Enterprise,BR,Mobile,safari (old),Prefer not to say,Retired,Divorced,,2024-08-24,2026-04-17 20:20:27,12/28/2025,not bad,INVALID,,Inactive,,1,,NaN,N/A,,unknown,value_6,,missing,,NaN,NaN,,???,unknown,NaN,missing,,unknown,NaN,N/A,value_4,value_7,value_1,,,???,???,null,N/A,value_10
41.0,,675.0,,33.06,1.0,94.24,3.0,1.0,,14522.87,30.7,N/A,Credit Card,basic+,??,???,Firefox,Non-binary,?,Single,High School,,2026-03-24 20:20:27,02/09/2026,★★★★☆,??,,NULL,CST,F,N/A,,unknown,null,N/A,,missing,,value_8,missing,value_9,???,NaN,NaN,unknown,,,value_5,,???,null,null,,,NaN,N/A,,null,value_2,
35.0,79.8,756.0,17.0,,17.0,221.46,,200.0,31.4,,,N/A,??,expired,UK,PC,Opera,Non-binary,self-employed,Widowed,Master's,,2026-02-13 20:20:27,11/25/2025,not bad,,Friend,Active,,0,null,null,,???,???,unknown,null,???,value_2,,,,null,unknown,,N/A,N/A,NaN,,NaN,N/A,value_3,N/A,missing,value_4,N/A,missing,,unknown,???
22.0,20.0,,21.0,137.15,13.0,,5.0,9.0,53.7,495.2,27.6,premium (legacy),Bank Transfer,Pro,CA,PC,safari (old),female,N/A,Widowed,Bachelor's,20250526,2026-04-17 20:20:27,NULL,not bad,,,pending,AST,T,,???,unknown,NaN,missing,unknown,value_4,N/A,,value_7,,NaN,???,null,null,NaN,value_9,,,missing,unknown,,,???,null,null,N/A,value_5,,???
46.0,20.0,610.0,16.0,23.3,7.0,,4.0,,43.1,4575.22,29.6,Budget,NA,NULL,N/A,???,Opera,male,?,Single,Bachelor's,15/04/2026,2026-02-12 20:20:27,"Feb 08, 2027",,WELCOME10,Facebook,deleted,unknown,F,null,N/A,,null,NaN,N/A,null,NaN,,,value_4,,N/A,,,value_7,,???,value_2,,,null,NaN,missing,missing,value_2,null,null,,???
20.0,80.9,671.0,,52.6,9.0,24.75,1.0,1.0,,4238.401688390515,78.7,Premium,??,Enterprise,IT,Mobile (iOS),Edge,M,Retired,,Associate,11/21/2024,2026-02-04 20:20:27,2026-04-25,★★★★☆,WELCOME10,Twitter,Inactive,,,???,,value_3,unknown,???,null,,N/A,unknown,NaN,???,value_1,unknown,unknown,value_5,null,value_1,N/A,,,???,NaN,null,missing,unknown,unknown,NaN,value_10,,unknown
83.0,155.3,739.0,18.0,5.0,62.0,98.18,2.0,1.0,37.0,133.14,3.8,Standard,,Free,IN,Mobile (iOS),null,male,Part-time,Divorced,Associate,05/12/2025,2026-03-24 20:20:27,NULL,meh,SAVE20,,Suspended,MST,unsubscribed,???,N/A,,,N/A,unknown,unknown,,missing,N/A,null,???,unknown,NaN,null,missing,,value_3,N/A,value_4,,null,N/A,N/A,unknown,NaN,unknown,null,value_7,missing
18.0,20.0,680.0,14.0,,31.0,54.72,,1.0,32.3,1003.27,88.8,premium (legacy),NA,Trial,DE,Mobile (iOS),safari (old),female,pt,,Bachelor's,01/04/2026,2026-02-23 20:20:27,20260412,Could be better,??,Twitter,deleted,N/A,false,NaN,N/A,???,unknown,,,,NaN,NaN,???,???,???,N/A,N/A,unknown,value_10,missing,,,unknown,N/A,null,NaN,N/A,,,unknown,value_4,???,
44.0,23.3,681.0,7.0,247.31,20.0,,,115.0,,211.42,28.8,N/A,NA,expired,CA,Android Phone,Chrome,NA,?,,phd,12/29/2025,2026-01-27 20:20:27,2026-12-30,meh,WELCOME10,direct,pending,EST,T,value_2,null,,value_10,null,NaN,value_8,NaN,NaN,???,N/A,NaN,???,null,,???,value_6,NaN,value_5,N/A,???,unknown,unknown,unknown,???,,NaN,,NaN,unknown
,71.6,579.0,10.0,,0.0,23.04,,2.0,23.5,,87.8,null,??,Pro,??,PC,safari (old),,ft,Divorced,High School,,2026-03-12 20:20:27,21/11/2025,Good service,None,Email,Suspended,EST,false,,value_9,,,null,unknown,???,NaN,missing,,missing,unknown,,,???,unknown,???,missing,N/A,N/A,N/A,null,NaN,,,???,???,NaN,missing,???
41.0,43.6,,17.0,13.96,3.0,26.51,,,26.6,219.95,53.0,premium (legacy),,basic+,??,Mobile (iOS),chrome mobile,FEMALE,Self-employed,Widowed,Bachelor's,05/06/2025,2026-03-19 20:20:27,20260722,WILL NEVER BUY AGAIN,expired,Facebook,Active,GMT,F,,missing,unknown,,,null,unknown,unknown,missing,value_4,???,missing,null,null,value_7,null,null,NaN,null,,N/A,unknown,???,N/A,unknown,,,value_8,missing,
18.0,48.0,642.0,10.0,23.53,30.0,234.85,,2.0,59.1,313.29,73.9,Unknown,Cash,Enterprise,AU,Desktop,chrome mobile,F,Student,single (never married),Bachelor's,03/04/2026,2026-03-29 20:20:27,"Aug 30, 2026",,expired,,Suspended,,,NaN,,null,null,,value_10,,missing,value_6,,missing,???,,NaN,missing,NaN,NaN,???,null,missing,,???,N/A,unknown,,,unknown,,value_6,
56.0,37.9,641.0,15.0,162.68,10.0,,3.0,5.0,27.9,100.0,32.5,premium (legacy),NA,Free,JP,???,Firefox,Non-binary,Retired,Widowed,Some College,20251031,2026-03-28 20:20:27,2026-01-28,WILL NEVER BUY AGAIN,??,Google,active?,EST,F,null,???,,value_7,null,,???,N/A,null,unknown,null,N/A,N/A,NaN,value_9,???,missing,N/A,,NaN,value_3,unknown,,,???,value_6,NaN,???,unknown,missing
53.0,,617.0,24.0,79.41,14.0,135.97,,1.0,32.3,454.2,26.9,Unknown,Cash,?,AU,???,Opera,MALE,Self-employed,,bs,,2026-04-18 20:20:27,"Oct 10, 2026",,INVALID,Facebook,active?,GMT,,N/A,???,N/A,null,,unknown,,unknown,N/A,???,,unknown,???,missing,N/A,unknown,,,N/A,,unknown,N/A,NaN,missing,,,unknown,???,null,NaN
21.0,20.0,717.0,16.0,316.89,74.0,43.51,0.0,1.0,,308.57,76.2,Premium,,?,FR,laptop,Firefox,NA,ft,,Some College,"Sep 14, 2024",invalid date,NULL,not bad,INVALID,,Inactive,unknown,false,missing,NaN,NaN,null,value_1,,missing,missing,unknown,???,,value_8,unknown,N/A,null,???,N/A,NaN,null,null,NaN,NaN,N/A,,null,null,missing,value_9,???,value_4
54.0,36.7,681.0,11.0,55.13,32.0,26.88,,,29.4,,54.9,N/A,crypto,Basic,??,laptop,unknown,,Retired,,,03/16/2026,2026-04-02 20:20:27,"Dec 19, 2026",Terrible support,,N/A,,GMT,,N/A,NaN,N/A,null,missing,null,value_7,null,NaN,missing,value_7,N/A,value_2,unknown,missing,NaN,value_10,N/A,value_1,,NaN,???,unknown,unknown,,,NaN,missing,???,N/A
